Date,Content,Created by,Labels,Impressions,Likes,Reposts,Quote posts,Replies,Engagement,Engagement rate per impression (%),Video views,Url
06/13/2024 11:03 AM EDT -0400,"Live export is cruel.  Millions of animals endure a tortuous long-distance journey on ships, confined in cramped conditions, exposed to extreme weather and diseases, only to be slaughtered.  Live export must end.  🗣 Join the International Day Against Live Animal Export! https://t.co/6AkAxiyrPQ",Simon Plazolles-Hayes,,140,3,4,0,2,10,7.1,,https://twitter.com/GenV_Eng/status/1801269178822750496
06/13/2024 06:14 PM EDT -0400,"Did you know that popular Worcestershire sauce isn't vegan due to a ""stomach-churning"" ingredient? 🌱🤔  Choose kindness and switch to a vegan alternative! #VeganFood #CrueltyFree #GoVegan https://t.co/5Neqk436kh",Simon Plazolles-Hayes,AI Article,92,2,2,0,0,14,15.2,,https://twitter.com/GenV_Eng/status/1801377639342489725
06/14/2024 07:14 AM EDT -0400,"Have you considered how a plant-based diet benefits for your health? 🌱💚  #VeganLife #BeKindToAnimals #PlantBasedPride"" https://t.co/0O4JMuzKWt",Simon Plazolles-Hayes,AI Article,58,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1801574042631098829
06/14/2024 09:00 AM EDT -0400,Have you considered the plant-based life 🌱? Justina Adorno reveals her secret green ingredient that transforms her vegan journey!  #VeganVibes #PlantBasedBeauty #EcoKindness https://t.co/Jh6WOLuSGN,Simon Plazolles-Hayes,AI Article,54,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1801600547109150792
06/14/2024 01:45 PM EDT -0400,"🫣😥The saying goes ""nobody learns from someone else's mistakes,"" but we believe otherwise.  Tell us anything you consider to have been a mistake in your transition to veganism or in your current vegan lifestyle.  #veganism https://t.co/gjojzGPkiv",Simon Plazolles-Hayes,,852,24,11,2,2,46,5.4,,https://twitter.com/GenV_Eng/status/1801672343300776137
06/14/2024 06:14 PM EDT -0400,Did you know plant-based protein can lead to a healthier life? 🌱 Let's nurture longevity and kindness one meal at a time! 💪  #PlantBasedLiving #HealthyChoices #AnimalKindness https://t.co/abo9GM0lC2,Simon Plazolles-Hayes,AI Article,85,4,2,0,0,9,10.6,,https://twitter.com/GenV_Eng/status/1801740076767920459
06/15/2024 07:14 AM EDT -0400,"Did you know GMOs in food raise unanswered health questions, especially for kids? 🌽🚫 Let’s choose whole, plant-based foods for a healthier future! 🌱  #EatClean #NonGMO #VeganDiet",Simon Plazolles-Hayes,AI Article,94,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1801936316919083346
06/15/2024 09:00 AM EDT -0400,DELETE,Simon Plazolles-Hayes,AI Article,70,1,0,0,0,4,5.7,,https://twitter.com/GenV_Eng/status/1801962908110270909
06/15/2024 06:14 PM EDT -0400,Craving a cruelty-free feast? 🥦🍔 The Queen Inn just named the top vegan spot in Europe! Who's up for trying plant-based gourmet pub classics? 🌱  #VeganDining #CrueltyFreeCuisine #PlantBasedPower - https://t.co/ZIJlVbNmQe,Simon Plazolles-Hayes,AI Article,90,4,1,0,0,9,10.0,,https://twitter.com/GenV_Eng/status/1802102410573230572
06/16/2024 07:14 AM EDT -0400,"What's your go-to plant-based dish to stay energized? 🌱✨ At 73, vegan Chef Babette inspires us with health and longevity!  #VeganLife #PlantBased #AgeDefying - https://t.co/Sr1qq12qs7",Simon Plazolles-Hayes,AI Article,73,0,0,0,0,3,4.1,,https://twitter.com/GenV_Eng/status/1802298704646328592
06/16/2024 09:00 AM EDT -0400,Are you ready to try the future of food? 🌿🍄 Switch to fungal-based delights and lab-grown meat for kindness on your plate!  #SustainableEating #FutureFood #VeganChoices https://t.co/K4Y0bVMXGe,Simon Plazolles-Hayes,AI Article,70,0,2,0,0,2,2.9,,https://twitter.com/GenV_Eng/status/1802325355639734611
06/16/2024 01:03 PM EDT -0400,👨‍👧How vegan is your father?  🤦🏻‍♀️ He isn't a lost cause! Here are some foolproof tips:  💚Respect and empathy.  🍌Veganize his favorite foods!😉  🏋️Tell him about the benefits of going vegan or reducing meat as it helps prevent diseases like diabetes and stroke.  #FathersDay #vegan https://t.co/YBWFZBRTnq,Simon Plazolles-Hayes,,159,6,2,1,0,8,5.0,,https://twitter.com/GenV_Eng/status/1802386544755433748
06/16/2024 06:14 PM EDT -0400,Have you seen the plant-powered moves by Jeremy Renner for Silk in the Super Bowl ad? 🥛🕺  Why not make breakfast feel planty good every day? 🌱  #PlantBased #SuperBowlAds #FeelGoodFood - https://t.co/rZwvS0j7hE,Simon Plazolles-Hayes,AI Article,126,0,0,0,0,1,0.8,,https://twitter.com/GenV_Eng/status/1802464798715613251
06/17/2024 07:14 AM EDT -0400,Will cactus leather replace cow leather? 🌵🤔  #leather #cactus #innovation https://t.co/boBGeW9zEX,Simon Plazolles-Hayes,AI Article,68,1,1,0,0,3,4.4,,https://twitter.com/GenV_Eng/status/1802661093883453680
06/17/2024 08:59 AM EDT -0400,What's your favorite vegan spot in Lisbon's thriving plant-based scene? 🌿💚 Lisbon leaps into the Top 10 Vegan-Friendly Cities! 🍽️✈️  #VeganTravel #PlantBased #Lisbon https://t.co/B1WcDEqyFe,Simon Plazolles-Hayes,AI Article,117,6,5,0,0,17,14.5,,https://twitter.com/GenV_Eng/status/1802687590107074806
06/17/2024 01:20 PM EDT -0400,Moments underwater with stingrays captured by Wandering Westerner 💙  These magnificent stingrays embody the grace and serenity of the ocean. Their fluid movements and tranquil presence remind us of the hidden wonders beneath the waves. 🌊✨  🎥: Wandering Westerner https://t.co/vsm6Tf2ACI,Simon Plazolles-Hayes,,104,1,1,0,0,5,4.8,24.0,https://twitter.com/GenV_Eng/status/1802753250086523072
06/17/2024 06:14 PM EDT -0400,Did you know a plant-based diet can reduce your carbon footprint? 🌱 Let's make choices that honor our planet and its inhabitants! 🌍  #VeganLifestyle #EcoFriendly #ChooseKindness https://t.co/Xb3OAqPcfB,Simon Plazolles-Hayes,AI Article,76,2,0,0,0,2,2.6,,https://twitter.com/GenV_Eng/status/1802827294014136617
06/18/2024 07:14 AM EDT -0400,Start your day with compassion & deliciousness! 🌱 Who’s ready to try Kellogg’s new vegan HI! Happy Inside cereals?  😋 #PlantBasedProtein #VeganBreakfast #EcoFriendly https://t.co/XrzDJIa8yX,Simon Plazolles-Hayes,AI Article,87,4,0,0,0,8,9.2,,https://twitter.com/GenV_Eng/status/1803023521674592539
06/18/2024 09:00 AM EDT -0400,Plant-based innovation is a global effort! 🌍 https://t.co/kTDtt2i7dx,Simon Plazolles-Hayes,AI Article,51,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1803050094935114057
06/18/2024 06:14 PM EDT -0400,"Would you BBQ at someone's home to challenge their beliefs? 🏡✨ Let's promote dialogue, not division. 🌱💚  #VeganActivism #KindnessToAnimals #ChooseCompassion",Simon Plazolles-Hayes,AI Article,69,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1803189574841024586
06/19/2024 07:14 AM EDT -0400,Who knew wildflowers could keep us so warm? 🌼🧥 Say yes to sustainable fashion with @Pangaia's plant-based puffer!  #SustainableStyle #EcoFashion #GoVegan https://t.co/k4i8iNzEXS,Simon Plazolles-Hayes,AI Article,60,1,0,0,0,2,3.3,,https://twitter.com/GenV_Eng/status/1803385868926747048
06/19/2024 09:00 AM EDT -0400,Who knew wildflowers could keep us so warm? 🌼🧥 Say yes to sustainable fashion with @Pangaia's plant-based puffer! #SustainableStyle #EcoFashion #GoVegan https://t.co/k4i8iNzEXS,Simon Plazolles-Hayes,AI Article,58,2,0,0,0,6,10.3,,https://twitter.com/GenV_Eng/status/1803412443617456607
06/19/2024 02:06 PM EDT -0400,"🤨🌱 . What we know is that plants do NOT feel like animals, including humans; they do not have a brain and there is not enough evidence of any kind of ""brain center"" in the root, as some have claimed.  #plants https://t.co/uMVeHMuJq4",Simon Plazolles-Hayes,,98,2,0,0,0,4,4.1,19.0,https://twitter.com/GenV_Eng/status/1803489593267736761
06/19/2024 04:28 PM EDT -0400,Want to help us attempt to break a world record for the most vegan community meals served in one hour?  We are working with Chef Supreme and the Boys and Girls Club to deliver over 1500 meals to their surrounding community.  Let’s get some plant-based food in those bellies 😋. https://t.co/P6ilafWuNL,Simon Plazolles-Hayes,,168,3,2,0,0,5,3.0,41.0,https://twitter.com/GenV_Eng/status/1803525337126441381
06/19/2024 06:14 PM EDT -0400,Did you know ancient Andeans were mostly plant-powered? 🥔  🌱 Let's honor our roots & thrive on a vegan diet!  #PlantBased #VeganForTheAnimals #SustainableLiving - https://t.co/jkUzizAo4k,Simon Plazolles-Hayes,AI Article,87,2,1,0,0,4,4.6,,https://twitter.com/GenV_Eng/status/1803551963369414962
06/20/2024 07:14 AM EDT -0400,"Is your furry friend ready for a plant-powered diet? 🌱  🐾Choosing the right vegan food means a happy, healthy pooch!  #VeganDogs #SustainablePets #PlantBased https://t.co/hP7dBlKQru",Simon Plazolles-Hayes,AI Article,597,17,4,0,0,24,4.0,,https://twitter.com/GenV_Eng/status/1803748260424618065
06/20/2024 09:00 AM EDT -0400,"What's your go-to anti-inflammatory food? 🥦  Embrace a compassionate, health-boosting lifestyle with #PlantBased picks from Wegmans! 🌱 https://t.co/25pB7CbL7p",Simon Plazolles-Hayes,AI Article,57,1,0,0,0,1,1.8,,https://twitter.com/GenV_Eng/status/1803774867486990421
06/20/2024 03:00 PM EDT -0400,"Despite the fog of war and constant air raid alarms, Every Animal continues to serve animals and their country by providing vegan care packages.  Generation Vegan documented the strength of those fighting to end violence and oppression of humans and animals alike.  #Ukraine 🕊️ https://t.co/vuJ1BC6f5j",Simon Plazolles-Hayes,,108,0,1,0,0,2,1.9,36.0,https://twitter.com/GenV_Eng/status/1803865602366324756
06/20/2024 06:14 PM EDT -0400,DELETE,,AI Article,72,0,0,0,0,1,1.4,,https://twitter.com/GenV_Eng/status/1803914350274515091
06/21/2024 07:14 AM EDT -0400,🌱 Have you tried vegan Gigi Hadid Pasta?  💚 Let's choose compassion every meal!  #VeganLife #BeKindToEveryKind #PlantBasedPower https://t.co/HnFpcZ9xQT,Simon Plazolles-Hayes,AI Article,123,2,1,0,0,5,4.1,,https://twitter.com/GenV_Eng/status/1804110644041445790
06/21/2024 09:00 AM EDT -0400,Could switching to a plant-based diet be the key to a healthier planet and happier animals? 🌱💚  #VeganismRising #PlantBasedFuture https://t.co/9dK2yQmCQ2,Simon Plazolles-Hayes,AI Article,62,2,1,0,0,3,4.8,,https://twitter.com/GenV_Eng/status/1804137267692249143
06/21/2024 09:30 AM EDT -0400,"We may think of yoga as just a workout, but it can truly be so much more.  Yoga teachings are directly correlated with veganism, enlightenment, love, peace, union, connection, and everlasting happiness.  Try our spirituality challenge: https://t.co/gLva4xA6gg https://t.co/0097o302OV",Jamie Logan,,55,1,1,0,0,3,5.5,14.0,https://twitter.com/GenV_Eng/status/1804144912385888569
06/21/2024 02:00 PM EDT -0400,"Fear /fɪə/ The feeling when something dangerous, painful, or frightening is about to happen.  🤔If we imagine what every animal on a factory farm must endure before they end up in pieces as “food”.  ✅Try vegan today: https://t.co/n6zEI8CVFn  🎥 @sentient_media  #meat #piglet https://t.co/shNVA90T96",Simon Plazolles-Hayes,,64,0,1,0,0,2,3.1,18.0,https://twitter.com/GenV_Eng/status/1804212780423168023
06/21/2024 06:14 PM EDT -0400,Which plant-based milk is your favorite alternative to traditional dairy? 🌱🥛  💚 Choose kindness and sustainability every sip of the way!  #PlantBased #DairyFree #SustainableChoices https://t.co/Q6VQs03UIb,Simon Plazolles-Hayes,AI Article,60,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1804276845635944491
06/22/2024 07:15 AM EDT -0400,Could lab-grown milk help spare billions of animals and our planet? 🐮🌍 Let's embrace a kinder future!  #CrueltyFree #SustainableDairy #LabGrownMilk https://t.co/inr36LYWMb,Simon Plazolles-Hayes,AI Article,71,1,0,0,0,2,2.8,,https://twitter.com/GenV_Eng/status/1804473166942683401
06/22/2024 08:59 AM EDT -0400,"Is your freezer helping the planet? 🌿🍔🌎  Discover the impact of vegan frozen meals! Choose kindness, choose vegan. 🌱  #VeganLifestyle #SustainableEating #PlantBased https://t.co/uz2xh3cymg",Simon Plazolles-Hayes,AI Article,58,0,0,0,0,1,1.7,,https://twitter.com/GenV_Eng/status/1804499492915355916
06/22/2024 06:15 PM EDT -0400,"How do you indulge without the splurge? 🤔  Discover our wallet-friendly, compassionate vegan treats! 🌱✨  #VeganSnacks #BudgetEats #KindToAnimals https://t.co/vyOyyiAvHg",Simon Plazolles-Hayes,AI Article,87,0,1,0,0,1,1.1,,https://twitter.com/GenV_Eng/status/1804639252359102965
06/23/2024 07:14 AM EDT -0400,"🧠 Did you know mindset can shape your health just like food?  🥗 Choose #PlantBased, choose health. What's your #HealthyEating secret?  #VeganLifestyle https://t.co/LQzBnzrj3P",Simon Plazolles-Hayes,AI Article,125,1,0,0,2,9,7.2,,https://twitter.com/GenV_Eng/status/1804835420640784389
06/23/2024 08:59 AM EDT -0400,"🌱 Do you know what's tastier than it sounds? Sustainable, plant-based cuisine by Konscious Foods!  🍲 Who's ready to join the #PlantBasedRevolution for our planet and pals? 🌎💚  #VeganDelights #EcoFriendly #KindnessToAnimals https://t.co/hElnl18QW0",Simon Plazolles-Hayes,AI Article,59,1,0,0,0,1,1.7,,https://twitter.com/GenV_Eng/status/1804861940252000759
06/23/2024 06:14 PM EDT -0400,"Can a colorful plate of plants lead to your happiest, healthiest self? 🌱  💪 Say yes to whole foods!  #PlantBased #HealthyLiving #VeganDiet https://t.co/Yup89wpTFv",Simon Plazolles-Hayes,AI Article,76,2,1,0,0,4,5.3,,https://twitter.com/GenV_Eng/status/1805001543369871494
06/24/2024 07:14 AM EDT -0400,"""Plant-based meat could soon contain animal fat -- but not the kind you're probably thinking about."" 🍔  Would you eat cultured meat? 🥩👇  #PlantBased #CulturedMeat #CleanMeat",Simon Plazolles-Hayes,AI Article,73,1,0,0,1,2,2.7,,https://twitter.com/GenV_Eng/status/1805197917021503837
06/24/2024 08:59 AM EDT -0400,Do you know what's in your energy drink? 🥤  Choose kindness and energize the #Vegan way! 🌱  #MonsterEnergy #PlantBased https://t.co/Yn6lUKOwPy,Simon Plazolles-Hayes,AI Article,60,1,0,0,0,1,1.7,,https://twitter.com/GenV_Eng/status/1805224315329102096
06/24/2024 11:30 AM EDT -0400,"This is what freedom looks like.  The ability to explore, hang out with who you want, walk through nature, and experience many facets of life.  May all living beings get to experience this and may they be happy and free from suffering.  CC: @adilet_rakhmetolla https://t.co/hd5nIzssfY",Jamie Logan,,107,2,1,0,0,4,3.7,27.0,https://twitter.com/GenV_Eng/status/1805262159246451177
06/24/2024 01:05 PM EDT -0400,"Animals care about their babies. They protect them, feed them, and teach them. Yet the unnatural meat industry tears babies from their mothers, severing their inherent bonds and instinctive duties.  Do you believe that the meat industry is anti-mother?  #AnimalRights #mothers https://t.co/4f1DdTu8wf",Simon Plazolles-Hayes,,396,10,4,1,1,21,5.3,79.0,https://twitter.com/GenV_Eng/status/1805286186103029954
06/24/2024 06:14 PM EDT -0400,Did you know plant-based meats are an evolving delight? 🌱  🥩 Join the culinary revolution—what's your go-to vegan dish?  #PlantBasedFuture #VeganLife #FoodInnovation https://t.co/6ytdxVKj4Q,Simon Plazolles-Hayes,AI Article,71,1,1,0,0,2,2.8,,https://twitter.com/GenV_Eng/status/1805363902005272913
06/25/2024 07:14 AM EDT -0400,🍆Can a plant-based diet enhance your life in unexpected ways? 🌱  ✨ #PlantBased #ProstateHealth #VeganLifestyle - https://t.co/fWwt0mmhIb,Simon Plazolles-Hayes,AI Article,53,1,0,0,0,4,7.5,,https://twitter.com/GenV_Eng/status/1805560194757189645
06/25/2024 09:00 AM EDT -0400,"🍆Did you know a plant-based diet might improve your love life?  🌱  💞 Embrace #VeganLiving, say no to ED!  #PlantPower #HealthyChoices https://t.co/q3jY1vi7qx",Simon Plazolles-Hayes,AI Article,41,0,0,0,0,1,2.4,,https://twitter.com/GenV_Eng/status/1805586809981636869
