Date,Content,Created by,Labels,Organic Reach,Paid Reach,Total reach,Organic impressions,Paid impressions,Total impressions,Engaged users,Engagement rate per reach (%),Engagement rate per impression (%),Clicks,Link clicks,Photo views,Video play,Other clicks,Organic video views,Paid video views,Total video views,Average time watched,Average percentage of time watched,Url
12/20/2023 07:14 PM EST -0500,"ASÍ LUCE LA PAZ EN LA TIERRA  Cada criatura merece ser tratada con afecto y consideración, merece tener la oportunidad de disfrutar de la compañía y la chance de experimentar todo lo que la vida tiene para ofrecer.   ✨️ Prueba nuestro desafío vegano hoy por Tabea  💞    🌍🌿 Visita nuestra página Genv.Org para conocer más.  Moustache Farmer   #pavos #inspiración #historias #cuteanimals #navidadvegana",,,464,0,464,508,0,508,,,,0,0,0,0,12,622.0,0.0,622.0,8.0,32.1,https://www.facebook.com/833276608803356
12/21/2023 07:00 PM EST -0500,"¿Una, dos, o más de 10? 🙊 En GenV estamos festejando nuestra Navidad número 6 como organización, y algunas personas del equipo ya van más de 20 Navidades.   ¿Puedes creerlo? ¡Cuéntanos cuántas llevas tú! 👇🏽.   🌍🌿 Visita nuestra página en Genv.Org para conocer más.  #feliznavidad    #navidadvegana    #vegan  #vidavegana  #navidad2023",,,864,0,864,890,0,890,77.0,8.9,8.7,9,0,9,0,30,,,,,,https://www.facebook.com/photo.php?fbid=833922455405438&set=a.369597351837953&type=3
12/22/2023 10:05 AM EST -0500,"Compartir en Navidad 🎄🎄  ¿Vives una vida vegana ó conoces a una persona vegana que celebrará contigo esta Navidad❓ Entonces este blog es para ti.  Hay tanto en qué pensar al organizar una reunión navideña: la decoración de la mesa, velas, música, copas, regalos, quién no debería sentarse al lado de quién… y eso es antes de siquiera pensar en la comida. 🥖🥗  Al haber tantas personas que cada vez más adoptan una alimentación sin productos animales, hay una buena probabilidad de que haya un vegano sentado a la mesa. Entonces, ¿cómo podemos atenderlos, asegurándonos de que todos disfruten de la comida tradicional que aman, y sin tener que cocinar dos comidas completamente separadas?  🤝🎄Te compartimos nuestros mejores tips para vivir una Navidad Vegana ó hacer sentir bienvenida a una persona vegana está Navidad  https://genv.org/es/que-cocinar-para-las-visitas-veganas-esta-navidad/  #tipsnavideños    #vidavegana    #NavidadVegana    #NocheBuena     #comidavegana",,,202,0,202,214,0,214,11.0,5.4,5.1,0,0,0,0,0,,,,,,https://www.facebook.com/834342188696798
12/22/2023 07:19 PM EST -0500,"Felices fiestas desde el equipo de GenV 🌟🎄 Te deseamos una temporada llena de alegría, calidez y celebraciones sostenibles. Brindamos por difundir amor y amabilidad en cada rincón del mundo. ✨  🌍🌿 Visita nuestra página en genv.org.  #EquipoGENV #vidavegana #vegana  #FelicesFiestas #navidad",,,302,0,302,330,0,330,,,,0,0,0,0,7,291.0,0.0,291.0,8.0,27.4,https://www.facebook.com/834630742001276
12/24/2023 07:00 PM EST -0500,"En este día de Navidad, conoce la historia del padre Munro. 🙏  Después de sufrir un derrame cerebral, el padre decidió que necesitaba cambiar su alimentación. Luego del susto, abrió los ojos a los horrores a los que los animales son forzados a enfrentarse en nuestro sistema alimentario y decidió extender su compasión a TODAS las criaturas de Dios. 🕊️  ¡Protege a los animales del sufrimiento en la industria, elige el veganismo! 🌱 👉🏽 Da clic en el enlace para más información: https://genv.org/es/  #Fe #creencias  #religión #Reflexión  #vegana",,,693,0,693,756,0,756,,,,0,0,0,0,42,1236.0,0.0,1236.0,13.0,24.7,https://www.facebook.com/835981781866172
12/25/2023 07:04 PM EST -0500,"🐹​ Es probable que hayas usado algunas de estas frases en algún momento, y si todavía las usas, te invitamos a tomarte el tiempo de leer la siguiente información.  Cuando el lenguaje se usa para discriminar u objetivar a los animales, es signo de un prejuicio llamado “especismo”.  ​🤝​ Tenemos una obligación ética de asegurarnos que nuestras acciones no lastimen ni desacrediten los intereses de otros animales (sí, los humanos también somos animales).   ⚠️ Mientras que la imagen apunta a facilitar la comprensión del lenguaje especista, el lenguaje es consecuencia de nuestra mentalidad, y no al revés. No podemos cambiar el lenguaje sin primero visibilizar los prejuicios sociales.   🌱 Necesitamos trabajar en combatir la idea que relega a los demás animales, y a veces incluso con desprecio.   💚 Deberíamos hacer el esfuerzo​ de eliminar cualquier lenguaje especista que todavía utilicemos, en un intento de dignificar a los animales de otras especies.  ¿Qué opinas del lenguaje especista? Para conocer más visita nuestra web GenV.Org ó accede directamente haciendo clic al link dr nuestra BIO.  #especismo #lenguaje #animales  #conoce  #reflexión  #añonuevo2024",,,408,0,408,417,0,417,16.0,3.9,3.8,2,0,2,0,1,,,,,,https://www.facebook.com/photo.php?fbid=836688381795512&set=a.369597358504619&type=3
12/26/2023 10:01 AM EST -0500,"💞 Un cambio es posible.  ¿Sabías qué existe una creciente tendencia entre los agricultores de animales a realizar un cambio significativo en su estilo de vida y pasar a cultivar plantas en su lugar?  🐄 🔁 Esto se debe a dos preocupaciones principales: el reconocimiento del papel de la agricultura animal en la crisis climática y la aceptación de su propio dilema ético al enviar a los animales a los que han cuidado a ser sacrificados.  Conoce las historias de ocho granjeros que ya han hecho este cambio. 💞 🐮 Si estás personas lograron cambiar tú también lo puedes hacer, elige el veganismo.   https://genv.org/es/8-granjeros-que-renunciaron-a-la-cria-de-animales-y-cultivaron-plantas-en-su-lugar/   #veganismo #animales   #historias   #inspiración #ganaderia",,,180,0,180,193,0,193,19.0,10.6,9.8,1,1,0,0,3,,,,,,https://www.facebook.com/837093935088290
12/26/2023 07:00 PM EST -0500,"Reflexionando sobre un año increíble en GenV. 🌱  Desde el lanzamiento de miles de anuncios veganos hasta la liberación de animales y ayuda solidaria de comidas en todo el mundo, no podríamos haberlo logrado sin tu apoyo.  Estamos agradecidas por nuestra increíble comunidad y emocionadas por lo que nos depara el 2024. 💚  #Logros2023  #gracias  #año2024  #añonuevo2024  #felizañonuevo2024",,,182,0,182,197,0,197,,,,0,0,0,0,2,158.0,0.0,158.0,19.0,37.3,https://www.facebook.com/837344618396555
12/27/2023 07:00 PM EST -0500,"Adoptar una alimentación vegana no tiene por qué sentirse abrumador. 🙅‍♂️🌭🍔🎉   En lugar de pensar en ""para siempre"", tómalo paso a paso.  Comprométete a ser vegan por solo una semana o un mes, y concéntrate en cada día a medida que llega. 🗓️  En esos primeros días, está bien tener sentimientos encontrados, tal vez incluso un poco de nostalgia. Todo es parte del viaje. ¡Estamos aquí para apoyarte! 🙌 Regístrate en nuestros desafíos veganos gratuitos de 7 o 31 días. Recibirás motivación diaria, recetas deliciosas y una Guía Integral de Salud y Nutrición para que tu transición sea pan comido. 📧📚🌮  ¿Estás lista para el desafío? ¡Comencemos juntes esta emocionante aventura! 💪🌿 Genv.org/es ó has clic en el enlace de nuestra BIO.  #veganismo    #vidavegana    #vegan   #inspiración    #porunmundomejor",,,681,0,681,691,0,691,37.0,5.4,5.4,2,1,1,0,7,,,,,,https://www.facebook.com/photo.php?fbid=838012058329811&set=a.369597351837953&type=3
12/28/2023 10:00 AM EST -0500,"🎄Las resoluciones de Año Nuevo a menudo no perduran porque la fuerza de voluntad por sí sola no es suficiente para mantenerlas.   Pero, ¿qué pasaría si tuviéramos múltiples razones convincentes que nos hubieran convencido plenamente de que esta resolución no era un sacrificio, sino algo importante que realmente queríamos hacer?                                                                               🌟🌱 ¡En este blog te contamos las razones por las cuales un año nuevo vegano puede ser la mejor decisión que puedes tomar!  https://genv.org/es/cambia-tu-alimentacion-con-genv-este-ano-nuevo/  #añonuevo #felizañonuevo #vidavegana #propósitosdeañonuevo #govegan",,,170,0,170,182,0,182,15.0,8.8,8.2,1,1,0,0,0,,,,,,https://www.facebook.com/838436038287413
12/28/2023 07:00 PM EST -0500,"🐰Comienza un nuevo año y es una excelente oportunidad para renovar nuestra lista de cuentas a seguir.   Tanto si eres vegan hace mucho tiempo y necesitas refrescar la información que ves a diario, como si eres nueva en el mundo del antiespecismo, aquí te dejamos nuestras mejores recomendaciones para que comiences el 2024 con un feed innovador. ¿Y tú? ¿A quiénes nos recomiendas seguir? ¡Te leemos! 👇🏽                                                                                                                               @sentient_media @econewses @revistaanimula @colombiaveg @etica.animal @vegetarianos_hoy @derechoydefensanimal   #AñoNuevo #Vegan #GoVegan #GenV #NewYear",,,306,0,306,313,0,313,11.0,3.6,3.5,0,0,0,0,0,,,,,,https://www.facebook.com/photo.php?fbid=838690224928661&set=a.369597351837953&type=3
12/29/2023 07:04 PM EST -0500,"🌎✨ En un mundo aparentemente dividido, la amabilidad es una fuerza revolucionaria. Vivimos la vida lado a lado, compartiendo este planeta y todo lo que nos ofrece. Nuestros destinos están entrelazados y actuar por el bien de uno es actuar por el bien de todes.  🌟✨ ¡Nuevo año, nueva perspectiva! Durante este 2024, explora algunas de las ideas del equipo de GenV para tener un impacto positivo en otres.  Si abrazar el veganismo está entre tus prioridades este año, revisa nuestros desafíos de 7 y 30 días. Permítenos guiarte en este camino de transformación. Visita nuestra web GenV.Org 💚  #AñoNuevo #happyholidays  #GenV #Veganismo #Animales #Vegan #NewYear",,,261,0,261,272,0,272,,,,0,0,0,0,0,254.0,0.0,254.0,6.0,18.1,https://www.facebook.com/839385078192509
08/05/2023 09:34 AM EDT -0400,"A spiked nose ring pierces the septum of a calf, causing her acute pain.  https://genv.org/cow-farms/  The industry knows that whenever she tries to drink her mother's milk, the spikes will also hurt her mom, and the calf will be pushed away, leaving the milk to be bottled and sold to people. The more you delve into where meat and dairy come from, the more disgusting and cruel the reality becomes.",,,10989,0,10989,0,0,11133,724.0,6.6,6.5,159,18,141,0,313,,,,,,https://www.facebook.com/photo.php?fbid=339357135082117&set=a.296116792739485&type=3
08/07/2023 02:18 PM EDT -0400,"Did you know that the Queen of Neo Soul, Erykah Badu, has been vegan for over 16 years?   “It’s just what’s best for my body. If I were a Lamborghini, I would want to put the best gas in it.”",,,16158,0,16158,0,0,16673,861.0,5.3,5.2,62,0,62,0,406,,,,,,https://www.facebook.com/photo.php?fbid=340562191628278&set=a.296116792739485&type=3
08/08/2023 08:13 PM EDT -0400,"For many, eating animals is seen as part of their tradition or culture. But eating animals comes at a great cost to the animals –– untold pain and suffering.  GenV.org/veganism-for-all/veganism-while-honoring-our-culture/  We can embrace our traditions and cultures, but not at the expense of others.",,,1742,0,1742,0,0,1843,100.0,5.7,5.4,12,5,7,0,16,,,,,,https://www.facebook.com/photo.php?fbid=341225331561964&set=a.296116792739485&type=3
08/09/2023 07:52 AM EDT -0400,"Pigs are just like dogs. 🐷 🐶 They snuggle, they play, they feel pain, they dream, and they cherish their lives.  Doya is living his best life at Austin Farm Sanctuary where he will only know love and kindness for the rest of his life!  Watch the full film here: https://www.facebook.com/GenVeng/videos/955096285546142",,,3376,0,3376,0,0,3479,,,,0,0,0,0,77,3090.0,0.0,3090.0,7.0,19.9,https://www.facebook.com/341489498202214
08/09/2023 08:22 PM EDT -0400,"The notion of agency is not exclusive to humans. In recent years, scientists and researchers have been exploring the idea that animals, too, possess agency.",,,1709,0,1709,0,0,1753,41.0,2.4,2.3,12,12,0,0,10,,,,,,https://www.facebook.com/341775841506913
08/10/2023 08:07 AM EDT -0400,India is known to have a plethora of dishes that can please any veggie-loving palate. But how does a vegan fare in this dairy-loving nation?,,,4451,0,4451,0,0,4636,144.0,3.2,3.1,62,62,0,0,33,,,,,,https://www.facebook.com/342164534801377
08/10/2023 08:14 AM EDT -0400,"Vegans are often thought of as people who are reluctant to eat certain foods, wear certain clothes, or use certain products. But we are much more than just a group of animal lovers trying to make a statement.  Our decision to boycott animal products has major political implications. It tackles several important issues, including speciesism and injustice, climate change, biodiversity loss, and public health. For these reasons, the consumption of animal products should be a mainstream political issue. But sadly, it isn't.   Make an impact here: https://genv.org/make-an-impact/ ✅",,,2006,0,2006,0,0,2108,95.0,4.7,4.5,10,3,7,0,19,,,,,,https://www.facebook.com/photo.php?fbid=342168894800941&set=a.296116792739485&type=3
08/11/2023 08:05 PM EDT -0400,"""I don't eat meat or dairy anymore. That's not for my health, I just don't believe in eating animals."" - Justin Fields  Will you be rooting for this vegan quarterback this year?",,,3783,0,3783,0,0,3991,215.0,5.7,5.4,32,0,32,0,68,,,,,,https://www.facebook.com/photo.php?fbid=343005378050626&set=a.296116792739485&type=3
08/14/2023 02:43 PM EDT -0400,"Moments after entering this world, babies are taken from their mothers. This is common practice in animal agriculture. Let's choose compassion over cruelty.  https://genv.org/factory-farming/",,,1646,0,1646,0,0,1679,85.0,5.2,5.1,4,0,4,0,10,,,,,,https://www.facebook.com/photo.php?fbid=344496861234811&set=a.296116792739485&type=3
08/15/2023 06:14 PM EDT -0400,"Identifying what motivates an individual can be very powerful in helping them try a vegan lifestyle.  Research has shown that helping people to identify which of their existing personal and moral values align with vegan values can motivate them to try and maintain a vegan lifestyle — and make them feel good about achieving it.  @GenV_ENG, we offer free vegan challenges tailored to different motivations and interests, whether those be Animals 🐷, Health 🍎, The Planet 🌏, Humanity ✌, or all of the above!  Find your reason at GenV.org",,,10420,0,10420,0,0,10781,654.0,6.3,6.1,113,4,109,0,270,,,,,,https://www.facebook.com/photo.php?fbid=345110117840152&set=a.296116792739485&type=3
08/15/2023 08:22 PM EDT -0400,"Whether you live with a teenager wishing to be vegan or you are one, this blog is written just for you.  ",,,834,0,834,0,0,887,49.0,5.9,5.5,8,8,0,0,16,,,,,,https://www.facebook.com/345144564503374
08/16/2023 08:07 AM EDT -0400,"Street art serves as a catalyst for change, raising awareness, provoking thought, and inspiring compassion for animals.",,,522,0,522,0,0,545,9.0,1.7,1.7,2,2,0,0,0,,,,,,https://www.facebook.com/345396764478154
08/16/2023 00:14 PM EDT -0400,"Since our inception, we’ve challenged multiple influential individuals and world leaders to try a plant-based vegan diet for 30 days in exchange for $1 million dollars. Well, we’re ready to do it again — this time with a slight twist! 😃  Can you guess who we’re challenging this time?",,,2950,0,2950,0,0,3050,,,,0,0,0,0,94,2910.0,0.0,2910.0,8.0,55.3,https://www.facebook.com/345508827800281
